0, 0.511824
0.030303, 2.83724
0.0606061, 3.77674
0.0909091, 3.69617
0.121212, 3.38271
0.151515, 2.99012
0.181818, 2.52902
0.212121, 2.00997
0.242424, 1.44486
0.272727, 0.846653
0.30303, 0.229044
0.333333, -0.393814
0.363636, -1.00765
0.393939, -1.59839
0.424242, -2.15252
0.454545, -2.65732
0.484848, -3.10123
0.515152, -3.47409
0.545455, -3.76734
0.575758, -3.97428
0.606061, -4.09015
0.636364, -4.1123
0.666667, -4.04023
0.69697, -3.87558
0.727273, -3.62214
0.757576, -3.2857
0.787879, -2.87397
0.818182, -2.3964
0.848485, -1.86391
0.878788, -1.28872
0.909091, -0.684
0.939394, -0.0636063
0.969697, 0.558244
1, 1.1673
1.0303, 1.74962
1.06061, 2.29184
1.09091, 2.78155
1.12121, 3.20753
1.15152, 3.56001
1.18182, 3.83093
1.21212, 4.01406
1.24242, 4.10523
1.27273, 4.10232
1.30303, 4.00543
1.33333, 3.81675
1.36364, 3.54062
1.39394, 3.18337
1.42424, 2.75318
1.45455, 2.2599
1.48485, 1.71486
1.51515, 1.13035
1.54545, 0.520108
1.57576, -0.10195
1.60606, -0.721773
1.63636, -1.32507
1.66667, -1.89801
1.69697, -2.42746
1.72727, -2.90129
1.75758, -3.30864
1.78788, -3.64018
1.81818, -3.88832
1.84848, -4.04736
1.87879, -4.11366
1.90909, -4.08571
1.93939, -3.96414
1.9697, -3.75174
2, -3.45338
2.0303, -3.07589
2.06061, -2.62793
2.09091, -2.11975
2.12121, -1.563
2.15152, -0.970436
2.18182, -0.355638
2.21212, 0.267309
2.24242, 0.884131
2.27273, 1.4807
2.30303, 2.04333
2.33333, 2.55915
2.36364, 3.01633
2.39394, 3.4044
2.42424, 3.71446
2.45455, 3.93941
2.48485, 4.0741
2.51515, 4.11544
2.54545, 4.06249
2.57576, 3.91645
2.60606, 3.68067
2.63636, 3.36055
2.66667, 2.96344
2.69697, 2.49843
2.72727, 1.97617
2.75758, 1.40863
2.78788, 0.808776
2.81818, 0.190453
2.84848, -0.432224
2.87879, -1.04463
2.90909, -1.60189
2.93939, -1.99367
2.9697, -1.03966
3, 0.658503
