2.44929e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0.587785, 0.336797, 0.199886, 0.125327, 0.0846859, 0.062498, 0.0504164, 0.04397, 0.0407828, 0.0396018, 0.039768, 0.040929, 0.042882, 0.0454884, 0.0486242, 0.052151, 0.0558926, 0.0596123, 0.0629772, 0.0654903, 0.0663281, 
0.951057, 0.54332, 0.322925, 0.203742, 0.139227, 0.1043, 0.0855101, 0.0756952, 0.0710756, 0.0696742, 0.0704608, 0.0728869, 0.0766332, 0.0814707, 0.0871821, 0.0935126, 0.100134, 0.106606, 0.112333, 0.116484, 0.117867, 
0.951057, 0.548007, 0.33196, 0.2162, 0.154199, 0.121086, 0.103653, 0.0949538, 0.0913822, 0.0910942, 0.0931528, 0.0970661, 0.102537, 0.109326, 0.11717, 0.125734, 0.134575, 0.143099, 0.15052, 0.155798, 0.157558, 
0.587785, 0.352697, 0.229421, 0.165118, 0.131807, 0.114823, 0.106599, 0.103326, 0.103152, 0.10522, 0.109147, 0.114749, 0.121889, 0.130394, 0.140008, 0.150354, 0.160908, 0.170972, 0.17963, 0.185711, 0.187739, 
-1.22465e-16, 0.0338836, 0.0579251, 0.0745669, 0.0859203, 0.0937392, 0.0994425, 0.104154, 0.108742, 0.113853, 0.119939, 0.127272, 0.135959, 0.145943, 0.157006, 0.16876, 0.180632, 0.191852, 0.201419, 0.208082, 0.210304, 
-0.587785, -0.285678, -0.115051, -0.0180662, 0.0375069, 0.0698187, 0.0892341, 0.10177, 0.110982, 0.118994, 0.127072, 0.135937, 0.145932, 0.157119, 0.169326, 0.182163, 0.195029, 0.207104, 0.217336, 0.22442, 0.226781, 
-0.951057, -0.483447, -0.222365, -0.0757536, 0.00719871, 0.0547494, 0.0827697, 0.100286, 0.112505, 0.12246, 0.13192, 0.141879, 0.152828, 0.164899, 0.177943, 0.191568, 0.205151, 0.217839, 0.228542, 0.235923, 0.238383, 
-0.951057, -0.483678, -0.222481, -0.0755458, 0.00784085, 0.0558708, 0.0843802, 0.102383, 0.115084, 0.125525, 0.135481, 0.145952, 0.157429, 0.170038, 0.183619, 0.197762, 0.211818, 0.224912, 0.235927, 0.243503, 0.246028, 
-0.587785, -0.286213, -0.11511, -0.0170502, 0.0398916, 0.0736771, 0.094574, 0.108568, 0.119221, 0.128683, 0.138246, 0.148647, 0.160233, 0.173049, 0.186885, 0.201295, 0.215609, 0.228927, 0.240115, 0.247801, 0.250363, 
0, 0.0335338, 0.0588322, 0.0776039, 0.0914528, 0.101839, 0.11005, 0.117186, 0.124153, 0.131654, 0.140196, 0.15009, 0.161449, 0.17419, 0.188031, 0.202487, 0.216862, 0.23024, 0.241479, 0.249197, 0.25177, 
0.587785, 0.35343, 0.232929, 0.172322, 0.142932, 0.129742, 0.12508, 0.125167, 0.128253, 0.133597, 0.14092, 0.150102, 0.161025, 0.17348, 0.187119, 0.201423, 0.215679, 0.228965, 0.240137, 0.247815, 0.250374, 
0.951057, 0.551287, 0.340657, 0.230865, 0.174563, 0.146587, 0.13374, 0.12924, 0.129697, 0.133476, 0.139808, 0.148306, 0.15871, 0.170735, 0.183999, 0.197968, 0.211932, 0.224974, 0.235962, 0.243526, 0.246047, 
0.951057, 0.551518, 0.340774, 0.230657, 0.173921, 0.145465, 0.132129, 0.127144, 0.127118, 0.130412, 0.136247, 0.144233, 0.154109, 0.165596, 0.178322, 0.191775, 0.205264, 0.217902, 0.228578, 0.235946, 0.238401, 
0.587785, 0.353966, 0.232987, 0.171306, 0.140547, 0.125884, 0.11974, 0.118369, 0.120013, 0.123908, 0.129746, 0.137391, 0.146723, 0.15755, 0.169561, 0.18229, 0.195098, 0.207143, 0.217358, 0.224434, 0.226793, 
1.22465e-16, 0.0338836, 0.0579251, 0.0745669, 0.0859203, 0.0937392, 0.0994425, 0.104154, 0.108742, 0.113853, 0.119939, 0.127272, 0.135959, 0.145943, 0.157006, 0.16876, 0.180632, 0.191852, 0.201419, 0.208082, 0.210304, 
-0.587785, -0.286946, -0.118618, -0.0242547, 0.0287669, 0.0587576, 0.0760936, 0.0867276, 0.0941207, 0.100306, 0.106473, 0.113294, 0.121097, 0.129963, 0.139773, 0.150226, 0.160839, 0.170933, 0.179608, 0.185697, 0.187727, 
-0.951057, -0.486958, -0.231178, -0.090211, -0.0125233, 0.0303704, 0.0542936, 0.0680965, 0.0767688, 0.0831429, 0.0888263, 0.094712, 0.101256, 0.108629, 0.11679, 0.125527, 0.134462, 0.143036, 0.150485, 0.155776, 0.157539, 
-0.951057, -0.491644, -0.240213, -0.102669, -0.0274948, 0.0135844, 0.0361504, 0.048838, 0.0564622, 0.0617229, 0.0661344, 0.0705328, 0.0753522, 0.0807737, 0.0868027, 0.0933058, 0.100021, 0.106544, 0.112298, 0.116461, 0.117849, 
-0.587785, -0.302846, -0.148152, -0.0640455, -0.0183541, 0.00643255, 0.0199104, 0.0273713, 0.0317512, 0.0346876, 0.0370941, 0.0394741, 0.0420904, 0.0450575, 0.0483897, 0.0520232, 0.0558228, 0.0595737, 0.0629551, 0.0654763, 0.0663167, 
-2.44929e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 

