-1, 0
-0.99, 0.0015603
-0.98, 0.00302371
-0.97, 0.00439332
-0.96, 0.00567224
-0.95, 0.00686354
-0.94, 0.00797029
-0.93, 0.00899553
-0.92, 0.0099423
-0.91, 0.0108136
-0.9, 0.0116123
-0.89, 0.0123415
-0.88, 0.0130039
-0.87, 0.0136025
-0.86, 0.0141401
-0.85, 0.0146193
-0.84, 0.015043
-0.83, 0.0154137
-0.82, 0.0157341
-0.81, 0.0160068
-0.8, 0.0162341
-0.79, 0.0164185
-0.78, 0.0165624
-0.77, 0.0166681
-0.76, 0.0167378
-0.75, 0.0167736
-0.74, 0.0167777
-0.73, 0.0167521
-0.72, 0.0166988
-0.71, 0.0166196
-0.7, 0.0165165
-0.69, 0.016391
-0.68, 0.016245
-0.67, 0.01608
-0.66, 0.0158976
-0.65, 0.0156994
-0.64, 0.0154866
-0.63, 0.0152608
-0.62, 0.0150231
-0.61, 0.0147749
-0.6, 0.0145172
-0.59, 0.0142513
-0.58, 0.0139782
-0.57, 0.0136988
-0.56, 0.0134142
-0.55, 0.0131253
-0.54, 0.0128328
-0.53, 0.0125377
-0.52, 0.0122406
-0.51, 0.0119422
-0.5, 0.0116433
-0.49, 0.0113445
-0.48, 0.0110463
-0.47, 0.0107492
-0.46, 0.0104539
-0.45, 0.0101607
-0.44, 0.00987022
-0.43, 0.00958273
-0.42, 0.00929866
-0.41, 0.00901836
-0.4, 0.00874218
-0.39, 0.00847041
-0.38, 0.00820334
-0.37, 0.00794124
-0.36, 0.00768433
-0.35, 0.00743285
-0.34, 0.00718699
-0.33, 0.00694695
-0.32, 0.0067129
-0.31, 0.006485
-0.3, 0.00626338
-0.29, 0.00604818
-0.28, 0.00583953
-0.27, 0.00563752
-0.26, 0.00544227
-0.25, 0.00525385
-0.24, 0.00507236
-0.23, 0.00489787
-0.22, 0.00473044
-0.21, 0.00457014
-0.2, 0.00441702
-0.19, 0.00427113
-0.18, 0.00413252
-0.17, 0.00400122
-0.16, 0.00387727
-0.15, 0.00376071
-0.14, 0.00365156
-0.13, 0.00354984
-0.12, 0.0034556
-0.11, 0.00336883
-0.1, 0.00328956
-0.09, 0.00321781
-0.08, 0.0031536
-0.07, 0.00309692
-0.06, 0.00304781
-0.05, 0.00300626
-0.04, 0.00297228
-0.03, 0.00294589
-0.02, 0.00292708
-0.01, 0.00291587
0, 0.00291226
0.01, 0.00291625
0.02, 0.00292785
0.03, 0.00294706
0.04, 0.00297388
0.05, 0.00300831
0.06, 0.00305036
0.07, 0.00310003
0.08, 0.00315731
0.09, 0.00322222
0.1, 0.00329473
0.11, 0.00337487
0.12, 0.00346261
0.13, 0.00355797
0.14, 0.00366094
0.15, 0.00377152
0.16, 0.0038897
0.17, 0.00401548
0.18, 0.00414885
0.19, 0.00428982
0.2, 0.00443836
0.21, 0.00459449
0.22, 0.00475818
0.23, 0.00492943
0.24, 0.00510824
0.25, 0.00529458
0.26, 0.00548845
0.27, 0.00568983
0.28, 0.00589871
0.29, 0.00611506
0.3, 0.00633888
0.31, 0.00657014
0.32, 0.00680881
0.33, 0.00705486
0.34, 0.00730828
0.35, 0.00756902
0.36, 0.00783706
0.37, 0.00811234
0.38, 0.00839483
0.39, 0.00868449
0.4, 0.00898125
0.41, 0.00928506
0.42, 0.00959586
0.43, 0.00991358
0.44, 0.0102381
0.45, 0.0105695
0.46, 0.0109075
0.47, 0.011252
0.48, 0.0116031
0.49, 0.0119605
0.5, 0.0123241
0.51, 0.0126938
0.52, 0.0130695
0.53, 0.0134509
0.54, 0.013838
0.55, 0.0142305
0.56, 0.0146282
0.57, 0.0150309
0.58, 0.0154384
0.59, 0.0158505
0.6, 0.0162668
0.61, 0.0166871
0.62, 0.0171111
0.63, 0.0175384
0.64, 0.0179687
0.65, 0.0184017
0.66, 0.0188368
0.67, 0.0192738
0.68, 0.0197121
0.69, 0.0201513
0.7, 0.0205909
0.71, 0.0210302
0.72, 0.0214688
0.73, 0.0219061
0.74, 0.0223413
0.75, 0.0227739
0.76, 0.0232031
0.77, 0.0236281
0.78, 0.0240482
0.79, 0.0244626
0.8, 0.0248703
0.81, 0.0252704
0.82, 0.0256621
0.83, 0.0260442
0.84, 0.0264157
0.85, 0.0267756
0.86, 0.0271226
0.87, 0.0274557
0.88, 0.0277734
0.89, 0.0280745
0.9, 0.0283577
0.91, 0.0286216
0.92, 0.0288647
0.93, 0.0290854
0.94, 0.0292822
0.95, 0.0294535
0.96, 0.0295976
0.97, 0.0297128
0.98, 0.0297971
0.99, 0.0298489
1, 0.0298662
